y,x1,x2,x3,x4,x5,x6,x7 
0,2.923734532,-1.71367312,0.615610672,0.740399271,0.539384949,R,C
1,-0.694510401,-2.000399566,0.83642776,1.697656424,0.157544146,R,D
0,2.09894802,-1.74066547,1.121210077,-0.565261195,0.027320851,R,D
1,-0.476051118,-1.533118182,0.437107774,-0.92941752,0.151253171,R,C
0,2.021352328,-2.378825295,0.605144635,-1.3248658,0.013562579,R,C
1,-7.428716701,-1.842592792,1.037050775,-0.686332139,0.249179396,R,C
0,4.003117449,-1.997425568,0.708171379,-1.376398661,0.247571722,R,D
0,3.398560287,-2.223360502,0.252423928,-2.069356743,0.173621973,AA,B
0,9.35195587,-2.444367732,0.536286409,0.055780056,0.286077035,R,C
1,-1.386835305,-2.086322773,0.338158737,-0.90527266,0.422052486,AA,D
0,5.030338828,-2.599113063,0.575063107,-0.904996944,0.048505772,R,D
0,7.299059412,-2.106677326,0.262599744,-0.477229243,0.458217613,R,D
0,5.354277886,-2.161314674,0.305197109,-0.164215604,0.281904318,AA,D
0,4.743249882,-1.78827672,0.312262017,-1.291009116,0.035912865,R,C
1,13.532196,-2.776283117,1.344413189,-0.383391339,0.692240096,R,D
0,2.445624261,-1.49049658,0.963611631,0.32192047,0.047700212,R,B
0,11.27292869,-1.893889956,0.179734278,-0.9546204,0.062799615,R,B
1,8.097484677,-1.676857834,0.820498793,1.770431623,0.390823735,R,C
1,-1.885737258,-2.240978457,1.143529946,0.989823358,0.005450304,R,D
0,2.098211534,-1.929980549,1.024883576,-0.598661924,0.156565459,R,C
0,9.239530851,-2.196855702,0.596428378,1.345100568,0.095815933,R,A
0,0.707593938,-0.774630964,0.65111393,0.158688739,0.516858166,R,C
1,-5.68639748,-1.522205962,1.018454193,-1.184996241,0.534185854,R,D
0,2.493583778,-1.574732418,0.500287692,-0.612877513,0.080200101,R,B
0,6.186047106,-2.224649181,0.612183195,0.601461405,0.538812541,R,D
0,2.495009978,-1.952671472,0.219884175,-1.177167423,0.252276711,R,C
1,8.297659674,-1.444109725,1.436574539,-1.665497094,0.624912975,R,D
0,2.439756488,-1.487616605,0.658147289,0.140680006,0.015512488,R,D
0,3.659432707,-1.548325227,0.55744043,2.251539006,0.306279631,R,C
1,-1.912617592,-1.927036205,0.422782115,2.751637488,0.035417951,R,C
1,-2.82340739,-1.594962237,0.421310371,-0.990800611,0.530741914,R,C
0,7.339580185,-1.828063461,0.218411425,1.896488681,0.148064027,R,D
0,6.949565799,-1.256873532,0.515688407,0.730182931,0.073684064,R,B
1,6.475331991,-1.793321847,1.970623164,0.58714946,0.583187216,R,D
1,9.356106049,-1.375045114,1.184642743,-0.169181416,0.145205819,AA,C
0,-1.768685257,-1.433356558,0.441286453,0.587997972,0.013221356,R,C
0,1.41500022,-1.629192538,1.780427708,1.000026015,0.240671972,R,C
0,4.258605918,-1.879076144,0.824910568,1.168833244,0.008861296,R,C
0,3.697707883,-2.042115578,1.184468003,1.091486364,0.114677141,R,C
0,8.677706772,-1.811502322,0.473234376,1.116384683,0.151106298,R,B
1,8.803189565,-1.323791583,0.628217976,-0.738238664,0.36304186,R,D
1,0.922740577,-2.327613992,0.812961452,-2.031995391,0.038933617,AA,C
0,2.481838461,-1.857608553,0.5904656,-0.070811602,0.487268417,R,D
0,5.934474439,-2.243270326,1.244920018,-1.097862518,0.140163258,R,D
0,6.016795557,-2.021851244,0.445088612,0.289341202,0.158262836,R,C
0,6.639054755,-1.446944542,0.31667891,0.520869397,0.011544623,R,C
1,12.54952762,-1.802185732,1.914956247,-0.46851696,0.231478604,R,B
0,4.067534467,-1.673884977,0.63378372,0.09009684,0.054602494,R,D
0,-0.62213994,-1.888854117,1.460795643,-1.446727537,0.047968654,AA,D
0,-0.113686213,-1.697989165,1.278203253,1.945814828,0.238713865,R,C
0,3.551459718,-2.116886816,0.557532374,0.910762487,0.144208727,R,D
0,9.690197147,-2.46752718,0.369364906,1.068570128,0.30740611,R,B
1,-5.473891332,-2.591913582,0.731015925,-1.752639849,0.083417764,R,D
0,-1.151307374,-1.679756876,0.544831833,-0.772256396,0.138103597,R,C
0,0.913796821,-1.703708453,0.73281424,-0.074829236,0.688249539,R,D
1,0.178055525,-1.839322651,0.252536343,-1.25757469,0.055675429,R,B
0,2.403727598,-2.016911102,0.647284119,0.858069511,0.125097277,R,B
0,7.239014677,-2.670936747,0.717199002,-1.159224859,0.114048315,R,C
0,1.396460633,-2.343683471,0.37452423,-0.519572836,0.431335709,R,D
0,8.905096092,-2.081301647,0.114377298,-0.869821357,0.583099702,AA,B
1,-1.770483379,-2.364391576,1.034437231,-0.034249843,0.13138402,AA,C
0,1.844634655,-2.307103682,0.910221837,-2.11522856,0.408915471,R,D
1,-4.925706599,-2.248665763,1.455775992,-2.80E-04,0.235008304,R,A
1,6.931703841,-1.662909647,0.889892979,0.094245849,0.055680892,R,B
1,-4.649834896,-1.41434433,0.768939288,-0.165356176,0.328340105,AA,C
1,-3.908757357,-2.567477278,0.728376584,1.040593659,0.509839869,R,D
1,-1.778173382,-1.639446099,0.507239704,0.502398913,0.169292688,AA,A
0,2.248345607,-1.754104525,1.099112039,0.347421675,0.205691952,R,C
0,10.0327289,-1.025275401,0.430120022,-0.153606601,0.20444957,AA,C
1,5.720637321,-1.888178471,1.543709778,-0.311009224,0.845094746,R,B
1,5.82918446,-2.062823722,1.458377395,0.276041107,0.177249068,R,D
1,-5.684101196,-2.26992289,0.679677231,-3.162605393,0.062463819,R,D
1,-5.67556882,-2.035626438,0.439562743,1.003525883,0.248327454,AA,D
0,3.669802752,-2.15788184,1.181068725,-1.075128477,0.119433879,R,D
0,5.449228526,-0.759822122,0.917199745,-0.00189757,0.510761167,R,C
1,6.263882964,-1.608677649,1.160968301,-0.839345596,0.219801448,R,D
1,-0.731199684,-1.74174621,1.292703173,-0.709853831,0.018963015,R,C
0,8.35384281,-2.139142584,0.362075284,1.59863359,0.002041512,R,C
0,5.980794768,-1.961314711,0.797132787,1.418883404,0.025895687,R,B
1,-5.879730034,-2.56809483,0.175691881,0.326368698,0.071591186,R,B
1,3.518360518,-1.115333871,1.332101724,-0.60223663,0.711716024,R,C
0,-1.378993082,-1.315638191,1.549553722,0.920698726,0.363095243,R,D
0,10.55925818,-2.102498611,0.539753329,0.273634649,0.3618641,R,D
0,3.114082765,-2.109275659,0.609790152,-2.826772306,0.030498152,R,B
1,0.501628445,-1.789809365,0.659053093,-0.932553881,0.040914329,R,C
0,-0.034284371,-1.102649454,0.198095272,-0.113402083,0.128736031,R,C
1,-1.909815873,-2.214929421,0.469736977,0.345052077,0.266910732,R,D
0,3.387655096,-1.53797751,0.713252588,2.570772704,0.019209012,AA,C
1,-0.997285877,-1.303034341,1.175893983,-1.551220057,0.312820614,R,D
0,1.372103491,-2.492371603,0.934699146,-0.690847696,0.004697399,AA,B
0,4.720063395,-1.796556573,1.118181101,0.384245917,0.485097574,R,C
0,4.385922755,-1.58228727,1.027485716,-2.009977964,0.011486639,R,D
1,4.976369349,-2.103075584,0.630694814,1.373756468,0.006060698,R,C
0,4.894725625,-1.722527284,0.900362232,2.206925677,0.690461067,AA,C
1,-1.780608005,-1.913637689,0.657239386,0.238236608,0.299656039,R,C
0,2.325249347,-1.553444855,0.47795478,2.088105376,0.54529388,R,B
0,1.070837227,-2.389912206,1.176752927,-0.90022733,0.670674361,R,D
1,-5.449924535,-2.110962347,0.658198728,-0.782479661,0.260276055,R,D
0,8.333374103,-2.154273842,0.432212362,0.788928249,0.054644639,R,D
0,4.834017794,-1.776716399,0.854928528,-1.067457352,0.026071231,R,B
0,2.841479349,-2.30733838,0.544676213,0.812532904,6.79E-04,R,C
0,4.859229623,-1.855334439,0.576477136,1.397462323,0.06529371,R,D
0,0.985280371,-1.930588601,0.332226023,0.453764715,0.446656931,R,C
1,6.120353365,-1.878164114,1.223144638,-1.182092633,0.116723432,R,C
0,4.775330675,-1.04320213,0.497339896,-1.274589007,0.170685141,R,D
1,16.40945022,-1.702170069,1.01397709,-0.72373834,0.74152057,R,C
0,0.775687213,-2.334308512,0.544966318,-0.628441471,0.250252631,R,C
0,3.009845109,-1.233489355,0.191462331,0.967853129,0.26533983,R,B
0,1.190017022,-1.947060604,1.84596168,-0.281807809,0.39479385,AA,C
1,6.512342116,-2.246358037,1.232202727,0.634771228,0.110413242,AA,C
0,3.957131758,-1.666505797,0.498155194,-0.077066214,0.321244101,AA,B
0,2.516509901,-2.388809865,1.000211786,0.681292156,0.17258334,AA,D
0,0.338519213,-2.393323807,1.303971375,0.451052161,0.113967806,AA,D
0,1.040775059,-1.864496571,1.053126857,0.162439087,0.066250808,R,C
0,4.979062983,-1.566768393,0.602727619,0.883752166,0.220009372,R,A
1,-0.330166734,-2.319386445,0.439759246,0.127285647,0.417676731,AA,D
0,6.739510232,-2.352790506,0.609271551,-0.248515072,0.183472082,R,D
0,-0.443998319,-1.400941479,0.766448216,-1.246458501,0.333603161,R,D
0,5.30593492,-2.047202257,0.543974982,3.211093503,0.119027086,R,D
0,2.436484061,-1.740691759,1.573427691,-0.77187484,0.068666059,R,C
1,5.577565866,-2.382577654,2.132461556,-2.014544883,0.302307391,AA,B
1,-3.412315754,-2.131354679,1.039714151,0.030151063,0.57832816,R,C
1,-5.089597918,-2.234376864,2.222123904,0.350297971,0.060311752,R,C
1,-2.684921475,-1.698305855,1.117127018,-0.896221285,0.059199727,R,D
0,3.201162464,-2.43006959,0.462205345,-1.338752691,0.034411936,R,C
0,12.09824715,-2.325289008,0.220641561,-1.976966111,0.264555955,R,D
1,2.466568615,-1.945638627,1.130276687,0.166908891,0.495472685,R,C
1,11.67355588,-2.382642406,1.428746602,0.310243724,0.066385179,R,C
0,5.673425573,-1.989828577,0.372876811,1.17315667,0.011020737,R,C
0,5.811592585,-1.779945342,0.417770382,-1.406956105,0.533311015,AA,C
0,11.16139859,-1.79374509,0.28152223,0.683212498,0.561431212,R,B
0,4.721732677,-1.904052182,0.428400923,-2.622527146,0.170702065,R,C
1,-2.040622156,-2.499642506,0.053609981,0.915974246,0.290130415,R,C
1,-0.234360539,-2.209888642,1.432177783,-0.631872986,0.093881526,R,D
0,0.259131066,-2.09733306,0.754258309,-0.934031556,0.446641012,AA,D
0,-0.185719623,-2.112709516,0.410580185,0.865931105,0.432550182,R,C
0,6.740530398,-1.584126407,0.49842514,0.599419005,0.211384798,R,C
0,1.860297343,-2.778406091,0.722218714,-1.141550149,0.017593761,AA,D
0,3.645029058,-2.236985107,0.647564313,-1.036806085,0.518037382,R,B
1,7.29513069,-2.348570671,1.277985714,-0.249438503,0.009125274,AA,C
1,0.088403826,-2.770899201,0.18944774,-1.79493209,0.554346205,R,B
1,-2.823105856,-1.533633473,0.35030506,-0.309212476,0.083436427,R,D
1,-0.073515229,-1.942395965,0.420496498,-0.798516343,0.040532452,R,D
0,0.933908116,-2.27430212,0.75283034,0.708487477,0.533245845,AA,B
1,0.14959483,-2.395795884,0.481854739,0.177982701,0.034856162,R,D
0,4.825882757,-1.924575697,0.37872194,-0.264999397,0.07101351,R,D
0,4.137595115,-1.64962258,0.480391365,-1.937383327,0.237715031,AA,B
0,-0.164516351,-1.329208985,1.082433914,0.263258337,0.190717245,R,C
0,6.444231176,-2.181423809,0.3951907,2.219666084,0.386943829,R,C
1,7.641963778,-1.739843883,1.021909683,-0.754595632,0.391933657,R,D
1,-0.716250413,-2.060609343,0.283309767,0.916707712,0.068847147,R,B
1,-1.581560876,-1.658119733,0.535581014,1.67040746,0.648702451,R,B
1,9.059490523,-2.184911245,1.186432748,-1.750551099,0.127101894,R,D
0,1.669113332,-2.713818554,0.610165182,-0.384591286,0.005480103,R,B
1,-0.331908702,-2.713431662,0.187544226,0.539878517,0.257165726,R,D
0,2.113687915,-2.245642554,0.646739275,-0.346509263,0.15541748,R,B
0,7.780720027,-1.724025805,1.122000915,0.513862503,0.11370257,R,D
1,-4.257166574,-1.361223939,0.84875634,-0.954948361,0.146760932,AA,D
0,5.328342365,-2.17402505,1.136754363,-0.037462722,0.379441849,AA,D
1,10.25752967,-1.982948138,0.846193981,-2.026522094,0.380569417,R,D
0,8.067328952,-1.54591292,0.693538037,-1.068350574,0.3597161,R,B
0,0.832376065,-2.494401847,0.350608689,0.766136326,0.147817497,R,C
1,10.37172366,-2.117560269,0.910945278,0.648722647,0.323366066,AA,C
1,0.920832458,-2.521826314,0.210814616,-0.305917418,0.110819678,R,C
1,1.291283847,-2.873030459,1.233952093,2.349285214,0.669871351,R,D
1,1.140882605,-1.571694863,0.145897649,0.210598523,0.081598007,R,D
0,6.970495884,-2.421083087,0.789386957,-0.533900561,0.550269583,R,D
0,1.368718642,-1.493459816,0.791167771,0.834169969,0.256212606,R,C
1,-3.009000804,-2.035013708,1.087393363,-0.924354816,0.465290749,AA,B
1,-6.537608031,-2.369649198,0.342582346,-2.558497782,0.264036719,R,D
0,7.909298045,-2.283804438,1.094792148,-0.908861811,0.184852077,R,C
0,-0.286305661,-3.031558939,0.961274151,-0.735828909,0.452858132,R,C
1,-6.253510484,-2.432762923,0.336733358,0.734992962,0.294751225,R,D
0,4.397356191,-2.441613905,0.149304762,0.547370267,0.238817221,R,C
0,3.679163692,-2.188833414,0.659542343,-0.196293721,0.677786809,R,D
1,-9.939078404,-1.741373939,0.897084013,0.612905065,0.122975269,R,B
0,2.423074126,-2.286173728,0.534267286,0.279527895,0.135249567,AA,B
1,-3.718385849,-1.580173289,0.709011497,0.153902218,0.75837968,AA,D
0,0.785366091,-2.061033178,0.150461796,-1.438696638,0.042321367,R,C
0,6.302611023,-1.800050401,0.855776705,-0.707880736,0.018717759,R,B
1,-2.573215247,-1.88460622,0.799531373,-0.666856627,0.421557421,R,C
0,5.427191594,-2.411488038,0.425609832,-0.015650278,0.342609996,R,C
0,7.479157466,-2.121744725,1.02918569,-0.377247452,0.043512527,R,C
1,8.73781683,-2.046163497,1.082037333,-1.564390336,0.115447065,R,D
0,6.024103048,-2.019928325,0.479007148,1.449197242,0.416984905,R,C
0,-0.128415384,-2.325603976,0.988439515,0.646179757,0.606436136,R,B
1,-0.40813903,-1.238492347,1.579727262,1.91939759,0.190594157,R,C
0,1.512767491,-1.996028766,0.489889099,0.037852707,0.902383441,R,C
0,7.172633243,-2.096027757,0.428976619,1.624946758,0.117451238,R,C
1,-2.886377573,-2.72362909,0.495813164,1.828850908,0.235875241,R,D
0,8.076350893,-1.859105738,0.432621073,-1.810922024,0.742832529,R,C
0,2.007229589,-2.068901985,1.177114426,0.68223475,0.386800857,R,D
0,1.990488277,-1.535630867,0.13743799,1.867689128,0.011815493,R,C
0,3.640697088,-1.93844774,0.776436721,-0.360341868,0.741979546,R,C
0,6.978010063,-1.949358028,0.72948963,-0.618746075,0.640255043,R,B
0,1.892025553,-1.62509584,0.91965631,0.266721592,0.083846578,R,D
1,3.602306132,-1.826110012,0.945900413,1.403794999,0.142200503,R,A
0,3.665150105,-1.240900236,0.859778767,-0.647880053,0.067491339,AA,D
1,6.028875307,-1.784505362,2.072396455,0.453448882,0.217372434,AA,C
1,-3.390570707,-1.577478099,0.551738564,1.40057796,0.20335266,R,C
0,5.474761503,-1.2697676,0.511293068,-0.208814167,0.095669972,R,A
0,0.664529107,-2.140212245,0.681100442,-0.61012563,0.082650796,R,C
0,1.312073495,-1.691517598,1.272441743,-0.225570956,0.290723035,R,D
0,4.410739133,-2.394500436,0.223138747,-0.553674511,0.620174038,R,C
0,-0.094499903,-1.676264759,0.310483875,-0.870559905,0.121804815,R,D
0,4.946509131,-2.416823169,0.805646022,1.02399599,0.225882384,R,C
0,1.327991654,-2.312263988,0.266872117,-0.767237551,0.211566208,R,D
0,5.413641855,-1.68088151,1.207521948,0.631710396,0.052309395,R,C
1,5.133863198,-1.94918235,1.744394819,0.715696855,0.008042369,R,A
0,5.842066664,-1.891621651,0.981254144,1.205373113,0.396383775,AA,C
1,-3.215490716,-2.463951379,0.285220901,0.4796513,0.11710715,R,C
0,2.295280534,-2.354881666,0.373387083,0.203939637,0.306127933,R,D
0,3.579107355,-1.804125675,0.037165834,-2.035532262,0.256355574,R,C
0,1.492048117,-2.548110766,0.491023783,-1.382498078,0.374176039,R,D
0,5.429502249,-2.819813014,0.381082644,0.149191061,0.188029433,R,D
1,-1.513867299,-2.265606655,0.906193876,0.909474895,0.02725082,R,C
0,3.72856926,-2.225918691,0.289372255,-1.702473077,0.682656616,R,B
1,-1.114978336,-1.872187246,0.464249233,1.339373141,0.348992977,R,D
1,-3.211901088,-1.985068072,0.319858353,-0.955771794,0.075421125,R,C
1,-0.345152048,-1.82694452,1.142633795,-0.195970364,0.112902849,R,D
0,4.829408355,-2.08215248,0.219983833,-0.089553481,0.314687764,R,C
1,5.263732194,-1.725567528,1.56618465,0.069660849,0.565508224,R,C
0,2.352519516,-2.448089111,0.486020319,0.238393831,0.37635884,R,D
1,-3.312468223,-3.174717807,0.269399834,-2.237074437,0.177171567,AA,C
1,6.74991224,-1.433786673,0.805138939,0.430150523,0.151687989,R,C
1,-1.445448901,-2.922697509,0.916152185,-0.246937894,0.1337233,R,C
0,4.604887956,-2.700796071,0.380164551,-0.716548267,0.455676592,R,C
0,3.757232551,-2.344304241,0.632070417,-2.049713686,0.139892497,R,C
0,3.868939314,-2.006547746,0.998922159,0.676052552,0.282458869,R,A
0,3.72949277,-1.400686048,0.557793531,-0.5264219,0.291535994,R,B
1,6.946250672,-1.283880941,1.492137099,-1.920936966,0.042873596,R,B
0,-0.231479654,-1.792281672,0.380641763,1.716930227,0.220344039,R,C
1,4.158071356,-2.750447641,1.296282317,0.709061369,0.119912521,R,B
1,-2.958749555,-2.265726185,0.515676332,-1.064534374,0.662973472,AA,C
0,2.865744532,-1.949735258,0.772060895,0.568035967,0.284722643,R,C
1,-1.284626717,-2.480342464,0.808018527,-2.484828781,0.161500093,R,D
0,2.380303185,-2.265694823,0.458795575,-0.332221559,0.68674849,R,B
0,-0.635778573,-2.346898904,0.427968196,-0.002482111,0.184874816,R,C
0,7.277676561,-1.130271928,0.344922729,-0.886114867,0.190527854,AA,D
0,4.964080031,-1.376449281,0.483979608,-0.185424849,0.606327218,R,D
0,6.142601685,-2.133805295,0.599282466,0.926255911,0.048990599,R,B
0,2.919756015,-2.149333694,0.522019938,1.896907876,0.171237912,R,C
0,-2.638189749,-2.251139573,0.289011342,-0.578966601,0.380932762,R,B
0,8.15675987,-2.446230243,0.864386204,-0.247666158,0.374568128,AA,C
0,4.380711909,-2.014402207,0.364758448,0.032350463,0.045947818,R,D
0,6.362853414,-2.728957052,1.608984892,0.885604739,0.004889274,R,B
1,0.021085186,-1.510387878,0.365445899,2.359612994,0.111130319,R,C
1,3.098908041,-1.546736802,1.782989247,0.048484125,0.166627374,AA,D
0,6.545076508,-1.870349157,0.691460263,2.285728008,0.092281113,R,D
1,-4.321540328,-1.697531111,0.472180813,-2.173798056,0.297418969,R,D
1,-4.461616308,-2.320920594,0.288219399,-0.426276541,0.018728803,R,C
1,1.425753201,-2.033476478,0.801483328,-1.747134042,0.216430397,R,C
0,5.957479964,-2.389261936,0.552909647,1.03308339,0.065343587,R,D
1,-1.370775561,-1.889508947,0.532678803,-0.42304442,0.007827636,R,C
1,6.793812316,-1.943882636,1.119997832,-2.080568504,0.316638438,AA,D
0,4.978737736,-2.110809306,0.599093828,-1.886657881,0.340644856,AA,B
0,2.812342395,-2.154660251,1.411213649,-0.586914824,0.490073456,R,D
0,4.778331391,-1.613549897,0.415014401,-0.602879532,0.686434749,R,D
0,5.776297791,-2.235329757,0.154049325,-0.104531436,0.107770967,R,D
0,-0.594520509,-1.713217183,1.031865006,-0.472353931,0.664087351,AA,D
0,5.810047466,-1.910991444,0.23822061,2.065041238,0.515742934,AA,D
1,-2.098282266,-2.252985373,0.231290599,0.603667614,0.296793374,R,D
1,-4.324481471,-2.193714594,0.95315541,-1.436362935,0.923092305,R,C
0,7.585270389,-2.109944735,0.35798344,-1.917697842,0.283883738,R,C
0,0.482136355,-1.95792154,1.063958334,-1.100685787,0.03682485,R,B
1,-1.174955695,-1.920165787,1.757369587,-0.383363104,0.202635237,R,D
0,0.634939884,-2.036966424,1.81685002,1.258405427,0.568758197,R,C
0,6.951230754,-2.119010707,0.638340622,0.48390395,0.325824315,R,D
0,5.158938218,-1.142530912,0.122349116,0.659334385,0.018073856,R,C
0,2.561199499,-1.58764451,1.599244536,1.563685803,0.11630046,R,C
1,-1.890957112,-1.93400317,0.996162275,-0.986616688,0.413246029,R,C
1,7.801275562,-1.960522774,1.025343877,0.711619708,0.205922905,R,D
0,7.800850752,-1.893447612,0.462789262,-0.279613706,0.392308918,R,C
0,0.753320447,-1.915894162,0.640482336,0.175279803,0.053427222,R,B
1,2.831844592,-1.818406505,1.019484724,0.554567657,0.337801273,R,B
0,3.221057635,-1.72052276,0.718447123,0.532473652,0.009523122,R,C
0,5.486918733,-2.161580023,0.828286076,1.425746536,0.189682224,R,D
1,1.188621642,-2.158082357,0.972165448,-0.15126152,0.305792908,R,D
0,4.435636293,-1.610818214,0.175549442,0.072992896,0.015498021,R,D
0,7.472852484,-1.859269361,0.160698335,0.496185867,0.392302431,R,C
0,3.699994245,-1.442145366,0.709961498,0.528546512,0.197033868,R,B
1,7.44290163,-1.806211525,1.51830723,1.511098156,0.920006956,R,C
0,5.84604318,-2.21345675,0.36249075,-1.031367566,0.091917181,R,C
0,3.466317001,-2.673068391,0.550743595,0.167914988,0.060161188,R,D
0,-0.080757489,-1.783917728,0.424673025,2.20781419,0.547594487,R,B
0,-0.357625556,-1.742975892,0.583176731,-0.133192236,0.080225334,R,C
0,7.000664796,-1.770646003,0.365830248,-0.172884708,0.408437207,AA,C
0,0.07173148,-2.490474144,1.018226982,-1.256502623,0.432387132,R,D
0,9.554123299,-2.453266505,0.105546438,1.891155544,0.394597748,R,D
0,7.031881082,-2.395437865,0.758903132,-1.717905805,0.227226782,R,C
1,4.456411916,-2.101974907,1.066946027,0.227551573,0.540696695,R,C
0,-0.898855658,-2.13273925,0.661504063,-0.10575452,0.0074639,R,C
0,2.525294922,-1.297955042,1.173447116,0.376040806,0.057028701,R,C
0,6.70027309,-2.181520459,1.364981309,0.487483577,0.334981233,AA,B
0,3.036485214,-1.721586752,0.442118108,-0.205782076,0.817550352,R,D
1,-3.836495739,-2.419616859,0.836989517,-1.451765141,0.037262365,AA,D
0,10.25571997,-1.732218877,0.56908156,2.33539117,0.154743144,R,C
1,-3.662981045,-2.40239243,1.327484009,0.807157618,0.038751314,AA,B
0,4.2120345,-1.277561302,1.059749372,1.173280657,0.078379224,R,C
1,6.748614487,-1.026079613,1.493721772,0.739084149,0.381146808,R,B
0,5.242855937,-1.570524573,0.622628243,-0.767595115,0.012179282,R,D
0,7.601846494,-2.383251339,0.47216465,-0.060331071,0.211535166,R,D
0,6.171689413,-1.720042508,0.589434255,-0.38327706,0.310625592,R,B
0,9.321854046,-1.69143083,0.165989263,-0.596048745,0.103193874,R,B
1,0.026848536,-1.711922614,1.939616639,1.575063982,0.077979561,R,B
0,11.2571772,-2.287869832,0.636378604,1.122588675,0.129584053,R,C
0,3.740273484,-2.470947175,0.85406356,-0.161859593,0.325235397,R,D
0,0.433471292,-1.737885658,0.511934619,-1.24265726,0.163343404,R,C
0,3.805556011,-1.420990144,0.713509173,1.727397358,0.344319294,R,D
0,4.791330178,-1.931168426,0.675747215,-0.232248403,0.063409396,R,D
1,-2.233161805,-1.798383479,0.435746744,-0.650609422,0.794569007,AA,D
1,-0.483983987,-2.417226014,0.477343745,1.797962526,0.533302083,R,D
0,-2.037926914,-2.405953509,0.823598578,-2.136605007,0.131252333,R,C
1,-1.115241384,-2.122005977,0.724969315,-0.909990475,0.292995799,AA,C
0,3.97353124,-2.178829891,0.240464658,0.321410237,0.445805449,R,D
1,1.895663733,-1.360103245,0.754781796,-0.409529153,0.019180109,AA,C
0,3.910019641,-1.212987682,0.81026859,-0.784117723,0.020678515,R,C
1,-4.031917275,-2.573918034,1.649076514,-0.120332502,0.019649925,R,B
0,-0.227244925,-1.618417343,0.233127519,0.379024537,0.37794381,R,C
0,0.790239224,-1.710872728,0.377370037,0.714745521,0.110692114,R,D
0,0.463058204,-1.448372252,0.835652122,-0.235219343,0.034530557,R,D
1,-0.727640989,-2.507732381,0.772099001,0.507010334,0.50159894,AA,A
0,4.762933673,-1.752160333,0.666263376,-1.110708514,0.561494989,R,C
1,2.521616395,-1.656845426,0.436324765,-2.901692592,0.320127337,R,C
0,1.29915792,-1.935391531,1.463070896,1.085899036,0.174715834,R,C
0,0.79638293,-2.186144508,1.163145747,1.579446289,0.240662254,R,D
1,5.823411141,-2.798428632,1.038524094,-0.606657142,0.113316449,AA,B
0,1.796064796,-2.101452621,0.722990811,4.120665448,0.194218934,R,C
0,0.669260846,-2.25958819,0.284727145,-1.015051156,0.284884233,R,C
0,2.896587146,-2.240907039,0.793885487,-0.315400062,0.072033324,R,C
0,1.138375878,-1.687853646,1.164539762,-1.451653755,0.028247129,R,D
0,3.474490705,-1.541412069,0.506405492,0.13158061,0.147285956,R,D
0,8.133502782,-1.285502993,0.517990642,-0.534173064,0.334475928,AA,D
0,4.045061147,-1.855439571,0.402343031,-1.90906491,0.096586456,R,B
1,5.310864486,-1.237123999,0.508684816,-0.383304999,0.001370813,R,C
1,-1.64797247,-2.295099362,0.967280778,1.208999543,0.108586655,R,B
0,5.341356674,-1.838338323,0.736785744,0.496104415,0.486576837,R,D
0,4.950528503,-2.16616853,0.901529267,-1.000716172,0.004218635,R,D
1,-0.143296556,-1.614321793,0.646212047,-1.505751798,0.469609837,R,B
1,-3.080980435,-1.46549444,0.753319742,1.576584905,0.078017971,R,C
0,6.012717828,-2.474377793,1.412368967,-0.399488792,0.010163741,AA,B
0,4.270545,-2.172455378,0.338355117,-0.814584636,0.116014789,R,D
1,3.535282824,-1.49887958,0.504126016,0.349698356,0.043924537,R,D
1,-5.574628459,-2.07023237,0.615800248,0.572624247,0.01721099,AA,D
1,7.643700256,-1.991763709,1.180865025,-2.558535076,0.541892606,R,D
0,11.76326862,-2.588034512,0.242488213,0.347285643,0.0596068,R,C
1,-2.563375908,-2.54162466,0.687223456,-1.53242927,0.167532794,R,B
1,-4.36290682,-1.869632391,1.026809989,0.938345398,0.107008289,R,B
0,3.368996556,-1.604366759,0.444420643,0.563734307,0.110615499,AA,C
1,-0.482309236,-2.242354849,0.139899696,0.613398886,0.029018489,R,D
0,1.380376775,-2.383606528,0.588108658,0.50750161,0.098966134,AA,C
0,3.13416546,-2.351152334,0.61563933,-0.672858135,0.458866624,R,B
1,11.74200563,-3.019625083,1.461764892,-0.222498965,0.209461756,R,D
1,-0.004073919,-2.059650052,0.977136777,1.286136494,0.111001258,R,C
0,7.889777983,-2.408636281,0.354943621,-1.024035863,0.310735405,R,B
0,5.225474421,-1.81771662,0.904079863,0.878927126,0.572683808,R,D
1,-2.212784563,-1.548508254,1.201007754,-2.039130458,0.191446005,R,B
0,5.267256573,-2.706094527,0.276479671,-0.522713498,0.03421281,R,C
0,4.379427918,-1.796042716,0.643571156,-0.403636911,0.326084791,R,B
1,1.152265064,-1.364938674,0.221168395,-1.43033866,0.494457899,R,D
0,5.449332143,-2.069008343,0.431848768,1.30054676,0.289951166,R,D
0,-0.49347439,-2.737435514,0.61551424,0.471934587,0.082623542,R,C
0,3.023734786,-2.149549397,0.601015575,0.279702392,0.311586781,AA,D
0,3.456372951,-2.299955098,1.440654268,0.708401956,0.229036681,R,D
0,8.646451467,-2.307158325,0.643821863,-1.062153088,0.759409017,R,D
0,4.709994415,-2.778018106,0.755117788,-1.458102231,0.188428086,R,D
1,-1.219835865,-2.147770025,0.630019745,3.019434312,0.204531635,R,C
0,12.07278283,-2.081700738,0.366439779,0.879686588,0.175375264,R,C
